,Blur Map,Blur Box,Average Matches,Max Matches,Average Time
0,1.0,1.0,0.0,0.0,0.009795665740966797
0,1.0,3.0,0.0,0.0,0.009731769561767578
0,1.0,5.0,0.0,0.0,0.01068568229675293
0,1.0,7.0,0.0,0.0,0.010180473327636719
0,1.0,9.0,0.0,0.0,0.009712696075439453
0,1.0,11.0,0.0,0.0,0.009702682495117188
0,1.0,13.0,0.0,0.0,0.010209083557128906
0,1.0,15.0,0.0,0.0,0.012249946594238281
0,1.0,17.0,0.0,0.0,0.010226726531982422
0,1.0,19.0,0.0,0.0,0.010561704635620117
0,1.0,21.0,0.0,0.0,0.009973764419555664
0,1.0,23.0,0.0,0.0,0.0088958740234375
0,1.0,25.0,0.0,0.0,0.011496782302856445
0,1.0,27.0,0.0,0.0,0.011185407638549805
0,1.0,29.0,0.0,0.0,0.010677814483642578
0,1.0,31.0,0.0,0.0,0.009254932403564453
0,1.0,33.0,0.0,0.0,0.009254693984985352
0,1.0,35.0,0.0,0.0,0.0105438232421875
0,1.0,37.0,0.0,0.0,0.010433673858642578
0,1.0,39.0,0.0,0.0,0.009430170059204102
0,1.0,41.0,0.0,0.0,0.009236335754394531
0,3.0,1.0,0.0,0.0,0.009808540344238281
0,3.0,3.0,0.0,0.0,0.010660171508789062
0,3.0,5.0,0.0,0.0,0.010905742645263672
0,3.0,7.0,0.0,0.0,0.011143207550048828
0,3.0,9.0,0.0,0.0,0.010555744171142578
0,3.0,11.0,0.0,0.0,0.01001119613647461
0,3.0,13.0,0.0,0.0,0.01032567024230957
0,3.0,15.0,0.0,0.0,0.014147758483886719
0,3.0,17.0,0.0,0.0,0.010269880294799805
0,3.0,19.0,0.0,0.0,0.009328365325927734
0,3.0,21.0,0.0,0.0,0.008380651473999023
0,3.0,23.0,0.0,0.0,0.01207423210144043
0,3.0,25.0,0.0,0.0,0.008955240249633789
0,3.0,27.0,0.0,0.0,0.010243415832519531
0,3.0,29.0,0.0,0.0,0.009167194366455078
0,3.0,31.0,0.0,0.0,0.00874185562133789
0,3.0,33.0,0.0,0.0,0.008546113967895508
0,3.0,35.0,0.0,0.0,0.009540557861328125
0,3.0,37.0,0.0,0.0,0.009644746780395508
0,3.0,39.0,0.0,0.0,0.009150266647338867
0,3.0,41.0,0.0,0.0,0.009910345077514648
0,5.0,1.0,0.0,0.0,0.010873079299926758
0,5.0,3.0,0.0,0.0,0.009615182876586914
0,5.0,5.0,0.0,0.0,0.008388757705688477
0,5.0,7.0,0.0,0.0,0.01070547103881836
0,5.0,9.0,0.0,0.0,0.01030111312866211
0,5.0,11.0,0.0,0.0,0.010070323944091797
0,5.0,13.0,0.0,0.0,0.010140180587768555
0,5.0,15.0,0.0,0.0,0.008553743362426758
0,5.0,17.0,0.0,0.0,0.009718179702758789
0,5.0,19.0,0.0,0.0,0.01073908805847168
0,5.0,21.0,0.0,0.0,0.009129047393798828
0,5.0,23.0,0.0,0.0,0.008945941925048828
0,5.0,25.0,0.0,0.0,0.008921146392822266
0,5.0,27.0,0.0,0.0,0.011011838912963867
0,5.0,29.0,0.0,0.0,0.010412931442260742
0,5.0,31.0,0.0,0.0,0.009464740753173828
0,5.0,33.0,0.0,0.0,0.008983373641967773
0,5.0,35.0,0.0,0.0,0.011021137237548828
0,5.0,37.0,0.0,0.0,0.01037144660949707
0,5.0,39.0,0.0,0.0,0.009721517562866211
0,5.0,41.0,0.0,0.0,0.009223461151123047
0,7.0,1.0,0.0,0.0,0.008820295333862305
0,7.0,3.0,0.0,0.0,0.010010957717895508
0,7.0,5.0,0.0,0.0,0.009418964385986328
0,7.0,7.0,0.0,0.0,0.008549213409423828
0,7.0,9.0,0.0,0.0,0.009160518646240234
0,7.0,11.0,0.0,0.0,0.011137247085571289
0,7.0,13.0,0.0,0.0,0.009051084518432617
0,7.0,15.0,0.0,0.0,0.00851130485534668
0,7.0,17.0,0.0,0.0,0.008642196655273438
0,7.0,19.0,0.0,0.0,0.010053634643554688
0,7.0,21.0,0.0,0.0,0.009747743606567383
0,7.0,23.0,0.0,0.0,0.009218931198120117
0,7.0,25.0,0.0,0.0,0.009192705154418945
0,7.0,27.0,0.0,0.0,0.009672403335571289
0,7.0,29.0,0.0,0.0,0.009624004364013672
0,7.0,31.0,0.0,0.0,0.00952768325805664
0,7.0,33.0,0.0,0.0,0.009267330169677734
0,7.0,35.0,0.0,0.0,0.010485410690307617
0,7.0,37.0,0.0,0.0,0.010698556900024414
0,7.0,39.0,0.0,0.0,0.009474515914916992
0,7.0,41.0,0.0,0.0,0.008670806884765625
0,9.0,1.0,0.0,0.0,0.008190631866455078
0,9.0,3.0,0.0,0.0,0.010040760040283203
0,9.0,5.0,0.0,0.0,0.007869482040405273
0,9.0,7.0,0.0,0.0,0.007607936859130859
0,9.0,9.0,0.0,0.0,0.008891820907592773
0,9.0,11.0,0.0,0.0,0.008096694946289062
0,9.0,13.0,0.0,0.0,0.008573293685913086
0,9.0,15.0,0.0,0.0,0.009972572326660156
0,9.0,17.0,0.0,0.0,0.009177446365356445
0,9.0,19.0,0.0,0.0,0.008727550506591797
0,9.0,21.0,0.0,0.0,0.008596420288085938
0,9.0,23.0,0.0,0.0,0.009216547012329102
0,9.0,25.0,0.0,0.0,0.009039878845214844
0,9.0,27.0,0.0,0.0,0.008100748062133789
0,9.0,29.0,0.0,0.0,0.012057304382324219
0,9.0,31.0,0.0,0.0,0.024326086044311523
0,9.0,33.0,0.0,0.0,0.015720367431640625
0,9.0,35.0,0.0,0.0,0.011583805084228516
0,9.0,37.0,0.0,0.0,0.013957738876342773
0,9.0,39.0,0.0,0.0,0.010383367538452148
0,9.0,41.0,0.0,0.0,0.009175300598144531
0,11.0,1.0,0.0,0.0,0.012648820877075195
0,11.0,3.0,0.0,0.0,0.010204553604125977
0,11.0,5.0,0.0,0.0,0.012153863906860352
0,11.0,7.0,0.0,0.0,0.009549379348754883
0,11.0,9.0,0.0,0.0,0.01025700569152832
0,11.0,11.0,0.0,0.0,0.009028196334838867
0,11.0,13.0,0.0,0.0,0.010403156280517578
0,11.0,15.0,0.0,0.0,0.011077404022216797
0,11.0,17.0,0.0,0.0,0.009725332260131836
0,11.0,19.0,0.0,0.0,0.010068416595458984
0,11.0,21.0,0.0,0.0,0.009149312973022461
0,11.0,23.0,0.0,0.0,0.009133100509643555
0,11.0,25.0,0.0,0.0,0.01125192642211914
0,11.0,27.0,0.0,0.0,0.010550498962402344
0,11.0,29.0,0.0,0.0,0.010032176971435547
0,11.0,31.0,0.0,0.0,0.009337425231933594
0,11.0,33.0,0.0,0.0,0.009349822998046875
0,11.0,35.0,0.0,0.0,0.009322881698608398
0,11.0,37.0,0.0,0.0,0.01019144058227539
0,11.0,39.0,0.0,0.0,0.010609865188598633
0,11.0,41.0,0.0,0.0,0.009310483932495117
0,13.0,1.0,0.0,0.0,0.008829355239868164
0,13.0,3.0,0.0,0.0,0.011447429656982422
0,13.0,5.0,0.0,0.0,0.009828567504882812
0,13.0,7.0,0.0,0.0,0.011250972747802734
0,13.0,9.0,0.0,0.0,0.010764837265014648
0,13.0,11.0,0.0,0.0,0.010431766510009766
0,13.0,13.0,0.0,0.0,0.008976459503173828
0,13.0,15.0,0.0,0.0,0.00910496711730957
0,13.0,17.0,0.0,0.0,0.010826826095581055
0,13.0,19.0,0.0,0.0,0.011137962341308594
0,13.0,21.0,0.0,0.0,0.009910345077514648
0,13.0,23.0,0.0,0.0,0.009184122085571289
0,13.0,25.0,0.0,0.0,0.009150981903076172
0,13.0,27.0,0.0,0.0,0.009606122970581055
0,13.0,29.0,0.0,0.0,0.011800527572631836
